index,y
857,320.25522538147095
858,1111.356217901144
859,156.22605499618965
860,623.412903667013
861,988.749619011124
862,335.8490624780836
863,238.27145452714106
864,563.4438954900921
865,111.36915027900035
866,386.8990115406531
867,173.34320224697112
868,247.69793677391542
869,530.044450765226
870,481.4591272862715
871,839.9973465841865
872,456.4341928201837
873,271.78653935151084
874,466.1352757599123
875,194.73723911637327
876,180.96015196451222
877,518.9963618896077
878,297.8337163877984
879,277.96845882565617
880,314.4720952299619
881,930.6940529099767
882,1790.5798311845206
883,500.9057249982963
884,255.77575778722237
885,147.23521252874772
886,756.886903114218
887,319.86261885495594
888,400.4438014796255
889,251.5021630277453
890,1528.214133317489
891,144.6356915450485
892,974.8506277105336
893,474.384747954923
894,816.0617711530787
895,471.4559217580427
896,490.5594136756036
897,381.78867949041984
898,191.43248431045734
899,1305.0053362586393
900,213.28900389327737
901,237.03018266622092
902,396.50627172066106
903,343.7278153761646
904,597.2340714445271
905,179.10354966176914
906,301.71844052534414
907,685.783853040043
908,213.4888344361111
909,278.30943166319906
910,640.3187469429733
911,362.34639796994423
912,1663.2633645843393
913,257.39874908646857
914,468.32705898716847
915,393.16110104382835
916,642.594276111301
917,607.6182285713934
918,409.0252639063273
919,604.0625246283495
920,100.88883598894098
921,463.80912196491147
922,287.00580428337173
923,263.60425370498916
924,423.3593414821029
925,277.6295992186984
926,200.22677742070684
927,227.19582771146668
928,134.82124943904455
929,384.85577071398035
930,247.25384585780864
931,165.34820022820293
932,454.8597502644422
933,332.6240062431881
934,338.6607447941394
935,530.5922956274228
936,100.88883598894098
937,275.185442548677
938,264.4162223584436
939,247.71874659675694
940,112.39489358253911
941,112.39489358253911
942,327.9607193225913
943,704.3414377263658
944,340.39455726477297
945,459.788377108412
946,219.37202109574216
947,378.8793369643926
948,798.8873052350569
949,211.77926342963684
950,244.04192284248876
951,342.08316379397
952,672.3111019619861
953,118.69747431426748
954,1146.2628745343675
955,210.71892982855607
956,401.1575564541102
957,1380.0083604048707
958,467.10447777560705
959,328.6037080198014
960,1581.2933212422217
961,962.3958645021656
962,247.15403073530257
963,119.60194279130528
964,303.599702891375
965,217.12570596648087
966,183.80839344797687
967,1584.1655479339677
968,717.0518037101842
969,633.4762403373177
970,608.983223821004
971,384.8926109398765
972,374.32343972004895
973,276.4816305642213
974,189.38896796814055
975,300.57257882582593
976,210.1135752505874
977,343.2574329197945
978,531.8583758101421
979,433.3134061742452
980,365.5390241706925
981,716.1711821258925
982,245.77607656597232
983,380.38078382489437
984,595.9485494585131
985,186.126615046453
986,470.43484354986856
987,246.45277664695055
988,517.9718484207258
989,515.3315126830134
990,102.58006175073977
991,332.01633140679183
992,292.32608688129756
993,102.47505744199653
994,456.3400989765943
995,173.18729223409363
996,269.90074330637
997,287.24419214059895
998,315.0181318780339
999,258.06669000970305
